athlete_id,sport,age,gender,training_years,vo2_max,hrv,lactate_threshold,stride_length,cadence,force_application,performance_score,adaptability_score,skiing_potential
A2952,cycling,28,M,5,72.7,74.3,78.1,1.2,157,325.9,8.67,9.61,87.2
A2953,rowing,22,F,13,72.9,90.1,70.5,1.29,174,259.4,9.78,8.33,79.9
A2954,rowing,33,M,13,58.2,84.8,88.4,1.23,156,345.4,8.16,5.88,90.1
A2955,running,24,F,3,67.6,78.4,77.7,1.02,166,275.5,7.76,8.79,71.6
A2956,cycling,22,F,15,66.9,67.8,89.8,1.36,197,343.6,8.56,5.08,93.2
A2957,running,28,M,8,70.2,72.1,85.2,0.88,179,228.8,7.89,5.57,86.0
A2958,cycling,32,F,7,57.4,84.8,71.6,1.2,151,382.7,7.79,5.15,99.5
A2959,rowing,20,M,5,62.8,77.0,83.2,0.99,166,375.9,9.34,5.68,67.1
A2960,rowing,22,M,10,66.7,95.6,75.4,1.23,153,230.1,9.67,8.76,62.0
A2961,rowing,22,F,3,50.7,69.4,74.9,0.95,175,387.7,8.51,9.43,94.0
A2962,cycling,26,F,15,59.4,62.9,75.1,1.34,163,311.6,9.34,6.39,73.5
A2963,rowing,32,F,5,67.4,83.6,88.3,0.96,157,340.3,7.56,5.6,77.2
A2964,cycling,20,M,3,56.3,95.4,80.0,1.42,154,368.1,8.64,6.36,97.0
A2965,running,23,F,10,73.9,74.6,83.4,1.4,154,216.7,8.91,8.24,77.6
A2966,cycling,34,M,5,50.8,85.9,75.6,1.05,154,233.9,8.47,6.75,71.9
A2967,running,25,M,1,74.0,69.3,80.5,1.07,176,258.1,7.35,9.81,62.4
A2968,cycling,28,F,6,55.4,82.3,77.0,1.29,154,295.4,9.2,5.65,77.7
A2969,running,23,F,10,51.2,91.5,76.4,0.86,152,269.2,9.52,9.95,86.2
A2970,rowing,25,F,4,57.3,94.7,74.9,0.86,187,301.2,8.91,5.06,70.8
A2971,running,27,M,4,69.7,64.2,78.2,0.9,179,237.2,7.51,7.26,88.7
A2972,rowing,20,F,8,68.8,74.3,83.2,1.19,150,336.4,7.22,6.26,79.1
A2973,rowing,31,M,2,55.2,85.6,74.4,0.9,157,211.1,7.9,7.83,94.3
A2974,running,31,F,4,54.9,61.4,89.3,0.99,162,272.3,7.11,5.48,66.5
A2975,cycling,27,F,15,66.1,87.6,72.5,1.25,169,235.8,9.52,9.38,90.3
A2976,cycling,29,M,2,61.5,81.1,79.6,0.81,155,346.0,9.11,5.68,97.3
A2977,cycling,23,M,1,69.8,71.5,71.7,0.93,199,376.7,8.69,7.94,89.7
A2978,cycling,29,F,10,50.6,92.6,70.5,1.45,199,215.8,9.67,5.17,76.2
A2979,cycling,31,F,13,65.3,71.6,88.5,1.26,197,357.0,7.33,6.55,69.2
A2980,rowing,19,F,13,68.3,99.7,86.2,1.01,157,379.1,9.14,5.75,63.9
A2981,cycling,26,F,3,74.8,92.7,83.9,0.83,179,394.8,7.44,9.89,85.7
A2982,rowing,27,F,12,67.0,88.3,87.3,1.21,198,315.9,7.18,5.06,65.7
A2983,rowing,34,M,8,55.8,62.5,86.1,0.96,189,265.5,7.4,6.76,93.5
A2984,rowing,34,M,6,52.7,96.2,82.9,1.47,164,264.4,9.85,6.51,98.4
A2985,running,20,M,12,66.0,91.6,86.9,1.28,159,275.8,8.32,8.29,65.4
A2986,running,18,M,7,63.1,69.2,77.8,1.48,182,322.5,7.15,5.28,75.0
A2987,rowing,29,F,2,72.5,75.7,81.1,1.39,158,298.0,8.75,9.05,97.5
A2988,running,24,M,6,68.2,70.7,85.5,1.14,198,330.7,7.6,7.33,78.8
A2989,cycling,21,M,14,62.7,99.4,71.7,1.27,182,207.9,7.02,7.26,81.4
A2990,cycling,27,M,8,60.1,94.2,87.2,1.37,158,221.2,9.28,6.13,89.9
A2991,rowing,30,F,8,60.1,97.2,73.1,1.2,163,395.3,7.46,7.45,68.4
A2992,cycling,19,M,4,55.7,91.6,87.3,0.84,181,399.1,9.83,6.82,99.2
A2993,rowing,27,F,6,50.4,78.3,76.2,1.13,186,349.3,8.78,6.23,91.2
A2994,rowing,21,M,14,64.4,68.2,76.5,0.89,155,251.3,7.26,5.84,66.5
A2995,cycling,35,F,5,55.3,68.3,71.5,1.3,154,390.7,7.65,8.64,64.4
A2996,running,22,M,9,55.2,66.1,87.7,1.28,153,242.7,8.83,5.71,97.4
A2997,cycling,19,F,8,53.1,81.9,73.5,1.5,197,346.3,8.01,5.84,87.4
A2998,cycling,29,M,2,54.7,96.8,82.6,1.24,165,223.1,8.6,7.89,61.5
A2999,rowing,34,F,12,50.8,99.7,82.9,1.36,159,329.8,9.4,6.13,65.7
A3000,rowing,27,F,13,66.9,71.5,75.6,0.99,180,351.9,9.38,7.3,61.9
A3001,rowing,19,M,7,60.0,87.9,89.7,1.04,180,371.9,9.09,7.76,99.0
A3002,rowing,23,F,7,64.0,83.9,71.3,1.44,163,346.9,9.66,6.37,79.9
A3003,running,25,F,11,65.9,79.6,82.2,1.33,162,384.7,7.6,6.72,78.5
A3004,running,28,M,14,74.3,86.6,79.6,1.26,153,304.2,7.53,6.05,98.2
A3005,running,29,M,14,51.7,74.9,74.9,0.98,195,335.5,9.4,7.3,80.2
A3006,rowing,26,F,12,60.4,97.8,73.3,1.29,175,273.9,7.96,9.96,80.7
A3007,rowing,19,M,1,56.1,88.2,84.7,1.42,173,202.1,8.54,6.81,99.4
A3008,rowing,25,M,1,61.9,90.2,88.3,0.96,158,351.3,9.23,8.27,64.5
A3009,running,28,M,12,73.0,69.7,72.2,1.29,184,374.0,8.19,8.18,99.4
A3010,rowing,21,F,4,68.1,66.7,73.9,1.08,191,234.8,7.39,8.93,66.6
A3011,cycling,27,F,5,66.5,75.8,89.7,0.88,164,205.7,9.04,8.56,78.9
A3012,cycling,33,F,15,61.0,90.7,70.3,1.33,173,232.9,9.45,5.06,73.5
A3013,rowing,25,F,4,66.8,97.6,80.2,0.92,180,379.1,7.04,6.55,98.2
A3014,cycling,21,F,7,50.8,77.1,80.3,0.98,168,259.1,8.69,9.35,79.4
A3015,cycling,27,F,3,64.7,91.0,75.3,1.35,151,246.7,8.41,7.7,60.9
A3016,running,29,F,7,63.8,78.8,83.3,1.32,151,202.9,7.78,5.52,68.9
A3017,rowing,31,M,13,58.7,71.8,88.9,0.98,190,259.4,7.48,6.38,77.2
A3018,rowing,33,F,8,55.0,89.6,79.0,1.46,185,343.1,7.56,6.42,87.1
A3019,running,35,F,6,70.2,91.9,85.0,0.95,186,391.8,9.17,9.37,82.5
A3020,cycling,29,M,6,51.3,68.1,82.9,1.5,183,262.5,8.61,7.77,94.0
A3021,cycling,35,M,8,51.7,72.2,79.5,1.32,188,248.1,9.94,8.04,93.1
A3022,rowing,24,M,8,61.0,79.8,71.0,1.07,168,377.6,7.73,6.84,83.6
A3023,cycling,24,F,7,56.3,67.5,84.8,0.89,187,370.5,9.87,5.3,82.9
A3024,running,26,M,6,68.6,97.2,77.3,1.02,172,265.6,8.55,5.38,71.1
A3025,running,18,F,6,65.9,83.7,74.5,0.94,165,213.8,7.44,7.1,98.3
A3026,rowing,23,F,10,69.3,64.8,89.0,1.24,195,398.4,7.44,5.89,63.1
A3027,running,23,F,11,58.1,67.4,85.5,1.05,193,336.1,8.83,5.52,75.9
A3028,running,29,M,13,68.5,98.2,89.2,1.01,155,385.3,9.49,6.31,86.4
A3029,rowing,29,M,13,71.6,89.5,75.1,1.33,175,268.4,9.24,8.71,97.8
A3030,running,27,F,6,58.6,89.4,86.7,0.96,171,329.5,8.97,5.37,80.1
A3031,running,23,F,8,58.5,62.9,82.2,1.21,194,334.9,7.52,7.24,95.8
A3032,running,34,F,1,72.5,95.8,89.6,0.94,196,374.6,7.33,9.13,64.2
A3033,cycling,35,M,5,51.2,77.7,88.9,1.3,173,398.6,7.0,6.34,81.3
A3034,rowing,23,F,3,58.8,86.4,89.5,1.24,195,221.7,7.31,6.51,72.6
A3035,rowing,27,M,12,53.0,98.4,89.0,1.36,189,326.2,9.3,9.42,91.8
A3036,rowing,25,F,8,50.7,64.0,70.2,0.85,170,267.3,9.69,8.25,77.8
A3037,cycling,23,M,11,52.8,79.3,84.8,0.95,179,362.3,7.72,8.99,79.0
A3038,cycling,24,F,6,60.8,62.0,75.4,0.91,160,350.8,9.38,6.45,62.6
A3039,rowing,18,M,14,67.2,80.0,84.1,0.93,158,378.5,7.6,9.98,77.5
A3040,cycling,35,M,2,57.2,70.1,89.6,0.87,161,268.7,7.75,5.7,63.2
A3041,rowing,29,M,15,71.2,96.4,70.8,1.19,175,236.9,7.67,9.81,72.0
A3042,cycling,33,M,13,60.9,75.9,81.3,1.22,187,204.4,7.16,9.51,65.1
A3043,running,27,M,7,74.2,85.4,84.7,1.39,200,251.1,7.58,7.76,73.4
A3044,running,27,M,7,73.9,94.4,75.1,1.09,152,273.4,8.12,7.93,69.1
A3045,rowing,31,F,13,69.3,99.3,74.5,1.17,182,389.2,8.22,8.88,71.4
A3046,cycling,27,F,5,73.3,80.2,71.2,1.49,164,298.3,7.93,6.53,65.9
A3047,cycling,27,F,8,67.7,78.2,71.9,1.17,196,311.3,8.54,7.64,77.6
A3048,running,28,F,14,72.4,63.0,83.1,1.2,154,376.0,8.13,9.51,79.9
A3049,running,19,M,5,55.9,60.5,80.1,1.5,173,377.0,9.91,5.34,93.5
A3050,cycling,25,F,1,58.6,84.4,70.6,1.5,160,305.6,9.42,9.53,81.6
A3051,cycling,24,M,9,68.8,62.6,89.4,1.1,182,222.7,9.79,8.64,69.2
A3052,cycling,25,M,4,60.6,75.2,83.1,1.24,172,254.1,8.67,8.85,89.4
A3053,cycling,18,M,13,70.9,60.1,80.3,1.14,159,291.4,9.04,5.32,71.9
A3054,cycling,19,F,2,71.9,84.6,75.5,1.3,192,350.2,7.5,5.94,90.3
A3055,cycling,35,M,4,57.5,77.0,83.2,1.46,177,342.3,9.26,9.63,75.5
A3056,rowing,32,F,14,70.6,65.1,77.3,1.02,188,328.5,7.71,5.62,80.5
A3057,cycling,18,F,13,53.9,71.9,84.0,1.37,166,376.0,7.44,8.16,80.2
A3058,running,22,F,9,58.4,82.8,83.7,1.26,193,360.5,7.13,8.91,98.2
A3059,rowing,19,F,2,62.9,86.3,71.9,1.0,175,396.4,8.42,6.16,66.1
A3060,cycling,20,F,4,55.7,78.5,88.2,1.36,174,377.8,7.86,8.49,97.5
A3061,running,35,M,2,64.5,92.2,79.7,1.1,185,239.1,9.96,5.33,82.5
A3062,rowing,35,M,5,64.5,64.5,77.9,0.88,161,211.5,7.75,7.49,99.7
A3063,running,31,F,3,55.2,63.4,89.1,1.5,152,282.9,9.6,6.67,82.9
A3064,cycling,25,M,10,69.9,61.8,78.8,1.1,199,323.5,7.95,8.23,86.3
A3065,cycling,29,F,2,65.8,81.4,84.4,1.18,178,328.6,9.25,9.45,90.0
A3066,cycling,27,M,14,57.9,88.2,83.1,1.37,193,253.5,8.98,5.63,92.9
A3067,cycling,34,M,9,55.8,65.2,73.3,1.47,173,372.0,8.69,7.25,79.1
A3068,rowing,28,M,5,72.0,85.6,89.8,1.41,168,265.8,8.25,7.12,87.1
A3069,rowing,19,M,10,70.9,79.1,79.3,1.17,162,383.8,9.01,6.62,84.6
A3070,running,21,M,5,55.7,99.5,77.9,1.18,165,294.3,8.22,7.4,76.3
A3071,cycling,18,M,1,50.9,88.7,88.4,1.0,189,202.1,8.64,9.4,92.8
A3072,running,32,M,6,70.1,86.3,80.6,1.12,176,232.4,8.77,9.87,67.7
A3073,rowing,30,M,13,65.4,82.8,84.1,1.46,155,220.5,7.8,5.01,66.7
A3074,cycling,25,M,7,52.5,99.9,86.9,1.31,191,208.8,8.02,8.7,89.5
A3075,cycling,21,M,1,64.7,99.2,74.7,0.81,159,342.8,7.05,8.08,85.5
A3076,rowing,27,M,9,61.3,81.5,73.4,0.88,187,238.5,9.56,9.97,72.7
A3077,rowing,35,M,8,69.4,78.2,71.4,1.45,157,367.7,9.27,5.45,85.4
A3078,rowing,22,M,12,55.2,78.5,87.9,1.39,167,252.9,7.55,9.06,90.8
A3079,rowing,33,F,14,61.3,77.1,74.0,1.14,181,206.5,8.09,9.67,68.7
A3080,rowing,18,M,14,53.9,81.3,76.2,1.23,166,364.1,8.26,9.56,83.3
A3081,cycling,29,M,8,73.9,70.9,75.7,1.0,191,293.2,8.0,7.8,93.0
A3082,rowing,19,M,7,69.5,97.1,76.1,1.35,151,319.9,9.39,6.64,76.4
A3083,cycling,25,M,5,68.4,79.6,83.4,1.22,193,267.2,9.18,8.2,82.9
A3084,cycling,35,M,3,67.3,93.7,89.1,1.29,169,209.2,9.3,6.53,63.1
A3085,rowing,33,M,15,60.6,79.0,76.6,1.06,159,274.0,9.71,7.06,93.2
A3086,rowing,22,F,12,73.1,88.7,78.2,1.1,158,303.7,8.79,7.23,91.8
A3087,cycling,30,F,14,51.8,73.5,85.4,0.95,197,202.3,8.84,6.51,78.3
A3088,rowing,20,F,9,70.1,85.0,78.6,1.46,188,314.9,9.17,6.71,64.8
A3089,rowing,25,M,14,55.4,79.9,88.5,1.46,190,378.6,9.04,5.04,86.4
A3090,rowing,29,M,7,58.1,74.7,80.1,1.37,174,243.6,9.61,6.49,82.9
A3091,running,19,M,11,63.0,95.3,77.0,1.45,174,385.4,9.31,7.36,96.8
A3092,cycling,28,F,10,69.6,64.5,89.4,1.27,173,219.5,7.36,5.87,71.2
A3093,running,29,M,10,71.0,79.5,78.5,0.96,155,365.1,9.79,9.03,61.3
A3094,rowing,35,M,8,64.6,67.8,74.6,1.33,179,368.1,9.05,7.69,70.2
A3095,running,30,F,14,60.1,94.4,73.6,1.03,159,251.6,7.38,8.97,77.1
A3096,rowing,22,F,6,73.7,70.1,89.9,1.11,188,391.6,9.32,5.64,66.2
A3097,running,29,M,12,56.2,85.3,85.1,0.99,180,283.3,8.08,9.1,99.2
A3098,rowing,19,M,14,70.1,66.6,78.2,1.1,167,228.3,9.42,9.79,68.9
A3099,running,22,M,11,65.3,76.2,86.5,1.28,192,318.3,9.87,6.76,87.1
A3100,running,24,M,14,59.4,96.0,80.9,0.88,182,399.3,7.77,6.42,78.2
A3101,running,29,F,5,50.0,66.6,76.3,0.87,168,379.9,9.57,8.23,82.2
A3102,cycling,33,M,15,61.2,86.5,84.9,1.28,172,255.7,9.32,8.18,97.3
A3103,running,25,M,8,56.9,68.2,84.9,1.35,154,315.4,9.01,5.56,81.3
A3104,cycling,26,F,3,52.6,76.6,80.0,1.19,175,223.1,8.15,9.63,72.2
A3105,rowing,32,M,12,51.9,81.6,70.9,0.93,178,292.4,7.33,7.4,68.8
A3106,running,22,M,13,58.7,83.1,71.5,1.1,173,304.6,8.45,8.82,95.7
A3107,rowing,30,F,13,65.4,84.1,85.8,1.33,155,263.1,7.32,6.8,99.5
A3108,rowing,22,F,7,70.9,85.6,86.5,1.28,188,296.8,8.5,6.31,70.1
A3109,running,28,M,2,54.6,70.9,83.6,0.88,153,384.0,9.46,5.56,88.9
A3110,cycling,27,F,3,60.6,76.1,86.8,1.48,197,300.0,9.99,6.37,80.2
A3111,running,30,F,15,59.8,61.5,84.4,0.96,191,366.2,7.59,9.97,87.9
A3112,rowing,26,M,13,62.8,90.8,87.9,0.95,175,263.5,7.62,8.29,98.6
A3113,rowing,31,F,12,70.2,93.5,73.0,1.12,164,394.3,9.43,9.01,71.0
A3114,running,35,M,15,63.8,68.0,77.8,1.03,162,218.7,8.41,9.79,89.6
A3115,cycling,32,M,2,71.2,68.1,79.3,1.49,189,317.1,9.75,5.39,77.5
A3116,cycling,27,M,5,63.0,61.7,76.0,0.85,171,358.0,9.31,5.82,86.1
A3117,rowing,24,M,7,65.1,98.8,84.5,1.01,162,362.8,9.21,9.64,76.3
A3118,rowing,25,F,11,60.9,92.3,88.2,1.07,188,239.7,7.31,7.82,88.3
A3119,cycling,20,M,10,70.6,74.4,78.2,1.15,166,280.3,7.11,8.17,73.5
A3120,running,32,M,11,73.1,79.3,88.8,0.81,185,324.8,7.95,7.14,79.5
A3121,rowing,33,M,11,66.0,71.7,80.3,0.86,188,263.2,7.65,9.07,88.4
A3122,cycling,21,M,11,70.5,83.9,80.5,0.98,197,331.7,9.14,7.59,61.7
A3123,rowing,23,F,15,51.5,88.7,82.0,1.19,174,275.8,8.35,9.13,73.1
A3124,running,18,F,10,72.7,77.9,75.4,1.34,183,270.2,8.57,9.96,81.8
A3125,cycling,21,F,15,54.7,94.9,77.7,1.28,170,221.6,9.44,8.23,63.0
A3126,rowing,28,M,15,56.4,80.7,81.1,1.2,174,207.9,8.44,7.64,88.1
A3127,running,29,F,15,51.3,65.8,88.8,1.08,174,367.1,8.63,6.83,92.5
A3128,rowing,22,F,13,74.1,84.9,82.9,1.41,171,297.9,9.53,5.97,66.5
A3129,running,33,M,14,71.3,78.5,76.7,1.12,172,312.6,8.29,8.28,89.3
A3130,running,30,F,1,72.8,97.4,70.2,1.01,174,274.4,7.25,5.31,85.8
A3131,cycling,30,M,13,71.2,75.7,89.6,1.24,163,227.3,8.57,9.78,76.4
A3132,running,34,F,10,62.0,76.1,79.9,1.28,163,289.9,8.74,8.24,66.6
A3133,rowing,24,F,9,73.1,86.0,88.8,1.08,175,245.8,8.54,9.8,98.2
A3134,running,25,F,1,74.2,81.1,81.0,0.82,189,367.5,7.77,6.36,78.6
A3135,running,30,F,1,62.6,75.0,82.1,0.87,179,397.4,7.67,9.73,67.3
A3136,cycling,33,M,14,54.4,99.6,84.2,1.39,175,377.8,8.11,8.06,88.7
A3137,running,21,M,15,66.5,72.1,76.4,0.84,187,305.7,7.5,9.05,84.3
A3138,running,25,F,12,74.4,71.1,84.0,1.21,171,325.6,9.0,5.89,92.6
A3139,rowing,33,M,10,71.8,94.6,80.5,0.93,188,389.6,8.84,7.5,99.8
A3140,cycling,27,F,8,71.5,60.1,83.4,0.96,188,307.7,8.9,7.84,61.8
A3141,cycling,29,F,6,73.3,68.1,86.7,0.99,183,327.7,7.67,6.96,89.6
A3142,cycling,29,F,6,72.3,83.6,73.7,0.83,174,325.8,7.74,6.27,99.6
A3143,running,22,F,12,69.4,66.5,82.3,0.92,185,341.6,9.36,9.52,81.5
A3144,cycling,33,F,9,68.0,99.4,71.0,1.26,162,328.1,9.07,5.43,88.6
A3145,running,18,F,15,56.6,78.6,72.0,1.15,178,334.1,9.63,5.77,77.6
A3146,running,26,M,4,65.5,83.9,83.5,1.36,191,345.2,8.21,6.6,74.3
A3147,rowing,29,M,8,63.0,66.4,71.4,0.84,158,361.8,8.64,9.6,87.9
A3148,rowing,22,F,4,71.5,71.6,81.9,1.42,164,280.6,9.22,7.82,99.5
A3149,rowing,20,M,14,62.3,84.6,74.4,1.5,180,349.2,9.92,6.87,63.7
A3150,rowing,22,F,2,53.2,82.0,76.1,0.81,193,220.0,9.97,7.01,76.9
A3151,rowing,19,M,11,50.1,91.4,72.6,1.48,176,375.2,10.0,9.19,97.6
A3152,running,31,M,15,66.9,70.8,75.0,0.97,180,258.0,9.67,5.13,64.5
A3153,running,19,M,8,63.7,86.1,86.4,1.28,159,280.7,8.92,5.06,86.0
A3154,cycling,30,F,12,58.3,71.6,82.8,1.0,200,360.7,7.02,5.23,77.2
A3155,running,24,M,7,54.2,83.5,89.0,1.17,186,327.4,9.1,7.35,75.1
A3156,running,27,F,4,61.7,84.2,71.0,1.16,156,261.7,7.72,7.91,68.4
A3157,rowing,30,F,9,52.5,64.9,85.8,1.05,181,245.1,7.17,8.12,67.1
A3158,running,33,F,15,58.4,81.9,84.0,1.3,160,391.5,9.09,8.66,80.7
A3159,rowing,31,M,9,59.5,60.5,75.2,1.22,197,217.6,9.27,5.95,75.1
A3160,cycling,28,M,8,61.6,80.0,84.6,1.16,194,200.9,8.98,6.31,79.7
A3161,cycling,27,M,14,61.7,87.9,84.3,1.49,177,334.6,8.1,6.22,67.8
A3162,running,23,F,1,56.4,62.9,79.2,1.46,153,322.9,8.53,5.75,74.0
A3163,cycling,21,F,7,71.3,97.5,83.8,1.47,197,347.5,9.8,6.22,99.9
A3164,running,18,M,5,58.9,78.4,78.9,1.42,194,346.3,9.19,8.07,74.7
A3165,cycling,24,F,7,55.7,97.5,76.7,0.98,180,372.7,8.51,6.83,76.5
A3166,rowing,26,M,12,54.4,64.3,79.3,1.04,178,384.4,8.78,8.84,60.8
A3167,rowing,25,M,9,58.1,98.0,87.9,0.96,182,355.0,9.78,7.68,75.2
A3168,rowing,22,M,2,51.7,64.4,77.7,1.49,153,246.5,8.18,6.06,90.5
A3169,rowing,27,M,13,50.8,78.5,78.1,0.91,196,292.7,7.31,7.34,80.6
A3170,running,28,F,14,65.1,97.5,82.2,1.06,175,328.3,7.98,7.97,86.3
A3171,cycling,32,M,11,65.5,69.3,85.1,0.94,180,307.9,8.25,9.33,82.3
A3172,running,23,M,4,63.2,61.4,84.7,0.96,180,231.8,7.82,9.17,64.2
A3173,rowing,32,M,4,69.1,91.7,70.4,0.97,176,317.9,8.59,7.13,73.3
A3174,running,22,M,2,51.0,83.8,83.7,1.25,174,377.3,7.91,8.24,87.8
A3175,cycling,27,M,3,73.4,80.6,79.0,0.85,197,283.7,7.31,6.49,81.9
A3176,running,29,M,11,52.4,61.4,80.5,1.2,185,333.8,7.56,8.17,87.0
A3177,cycling,21,M,14,66.9,86.1,81.2,1.37,198,323.2,9.75,9.56,74.4
A3178,running,35,F,14,53.3,66.9,84.6,1.34,180,275.4,8.89,8.12,67.7
A3179,cycling,33,F,13,72.0,97.2,86.6,0.91,192,313.1,7.94,6.52,93.2
A3180,cycling,25,F,8,62.8,87.4,82.9,1.44,186,242.0,8.1,8.22,75.1
A3181,rowing,21,F,12,52.1,88.3,81.3,1.34,194,309.2,8.48,9.51,86.2
A3182,cycling,29,M,9,65.4,69.3,77.5,0.8,193,359.8,9.02,5.69,75.2
A3183,rowing,19,F,6,50.2,95.2,72.8,1.32,172,351.8,8.75,7.41,97.1
A3184,rowing,21,F,10,69.4,81.5,89.2,1.32,184,271.6,9.8,6.61,99.7
A3185,rowing,22,F,2,66.3,94.3,79.2,1.15,153,222.4,8.88,6.21,86.0
A3186,running,20,M,2,55.3,70.8,81.3,0.83,177,360.0,9.73,6.98,84.1
A3187,running,26,F,7,59.4,90.2,85.0,1.21,191,253.0,7.02,6.97,93.6
A3188,running,35,F,8,50.2,83.0,71.4,1.34,190,210.6,9.67,6.05,80.6
A3189,running,28,M,8,67.3,61.9,87.1,0.99,191,289.0,9.16,7.02,94.8
A3190,cycling,20,F,14,58.1,76.2,85.9,1.27,162,347.9,7.52,8.17,76.5
A3191,cycling,19,M,6,64.3,67.4,85.5,1.05,150,361.7,7.79,5.13,61.3
A3192,running,26,F,10,73.9,74.4,70.4,1.2,161,396.4,8.63,9.95,97.1
A3193,cycling,31,M,8,57.5,75.3,80.5,1.07,192,237.9,7.37,6.48,88.9
A3194,cycling,21,F,14,74.8,79.0,71.1,1.01,189,258.8,9.36,8.12,80.4
A3195,rowing,26,F,15,65.8,84.0,81.0,1.4,175,321.9,9.37,6.42,97.8
A3196,rowing,30,F,1,56.1,82.8,84.4,1.33,195,362.3,7.9,6.97,95.5
A3197,rowing,35,M,9,60.9,61.6,72.4,1.04,195,246.8,7.21,7.75,64.3
A3198,rowing,32,F,13,68.5,90.0,83.9,1.1,172,282.0,9.97,8.06,85.0
A3199,cycling,27,M,12,61.2,98.0,79.0,1.28,198,281.7,7.75,8.85,81.5
A3200,running,33,M,1,51.7,73.9,86.2,1.37,171,354.6,7.2,8.96,91.1
A3201,cycling,29,M,13,54.2,67.2,80.7,1.28,200,248.2,7.99,7.59,72.0
A3202,cycling,22,M,3,69.8,81.6,76.7,1.18,177,393.8,9.91,5.38,60.3
A3203,cycling,19,F,12,66.2,88.2,76.6,1.47,166,302.1,9.38,7.79,67.4
A3204,rowing,27,F,9,64.2,87.2,87.9,1.34,155,256.4,8.44,7.39,68.4
A3205,rowing,18,F,15,54.2,84.5,79.1,0.88,163,256.9,7.92,6.08,71.7
A3206,rowing,24,M,11,70.9,65.8,78.1,1.19,199,203.7,8.27,5.05,74.8
A3207,running,34,F,5,74.0,93.5,70.8,1.09,166,338.5,7.05,6.58,88.3
A3208,cycling,33,M,9,51.0,77.0,77.3,1.36,187,355.2,9.16,6.3,63.0
A3209,running,20,M,9,52.0,68.9,87.0,0.83,154,206.5,7.3,7.41,79.5
A3210,rowing,31,M,6,72.1,63.5,85.2,1.09,162,317.2,8.56,8.81,79.9
A3211,running,27,F,11,70.4,76.7,74.4,1.02,197,356.3,8.7,7.2,84.6
A3212,cycling,24,F,1,65.4,84.7,78.3,0.9,158,275.2,7.01,9.76,72.4
A3213,cycling,34,M,10,73.6,86.6,73.9,1.07,193,286.5,9.94,6.11,70.4
A3214,rowing,23,F,7,66.2,98.5,89.1,1.27,191,272.3,7.91,6.1,79.4
A3215,rowing,21,F,14,55.4,66.1,82.0,1.05,175,263.1,7.23,8.02,86.4
A3216,running,34,M,6,68.2,99.4,85.1,1.21,162,298.2,9.56,9.48,61.8
A3217,rowing,26,M,9,66.1,86.2,84.3,1.21,168,233.2,7.46,8.36,71.7
A3218,rowing,21,F,7,74.6,78.2,87.5,1.21,197,288.1,7.07,8.37,91.5
A3219,cycling,24,M,14,55.3,95.5,89.0,1.17,166,388.4,8.48,9.03,79.4
A3220,rowing,19,M,12,64.9,87.8,70.6,0.88,165,205.5,7.39,8.34,98.1
A3221,rowing,34,F,11,69.5,73.9,89.5,0.95,179,232.9,9.95,8.8,94.7
A3222,cycling,25,F,12,58.5,95.4,87.4,1.36,181,355.5,7.03,9.33,73.8
A3223,cycling,32,M,13,59.5,86.7,77.7,1.15,163,226.4,7.15,5.04,89.1
A3224,running,32,F,4,72.2,88.0,86.7,1.29,197,254.3,9.5,9.43,71.0
A3225,rowing,25,M,7,60.1,95.9,84.7,1.2,164,291.0,7.72,6.08,67.0
A3226,cycling,33,M,2,65.6,77.9,85.9,0.83,161,388.6,9.73,9.56,95.2
A3227,running,28,F,6,72.2,86.3,74.4,1.36,186,236.7,7.93,6.33,74.0
A3228,running,19,M,15,55.2,89.8,83.0,0.85,160,384.6,7.21,7.28,68.1
A3229,rowing,34,M,6,74.5,78.2,70.5,1.46,154,343.7,7.03,9.67,98.6
A3230,rowing,33,M,2,67.5,63.3,87.0,0.95,160,334.2,7.85,5.55,61.2
A3231,running,32,F,14,62.4,90.9,89.0,1.16,183,344.7,8.42,8.73,74.7
A3232,cycling,30,F,4,60.8,61.9,83.2,0.84,168,206.2,7.0,6.96,61.5
A3233,running,32,F,8,73.9,88.7,80.3,1.43,175,219.8,8.74,5.12,80.2
A3234,rowing,21,M,8,55.1,96.4,84.5,1.49,175,267.0,8.0,9.7,76.0
A3235,cycling,33,M,13,57.8,73.9,76.5,0.9,166,214.8,8.17,5.59,88.8
A3236,cycling,29,F,8,57.7,64.1,82.5,1.01,180,397.5,7.78,8.87,98.2
A3237,running,21,F,8,57.2,69.3,84.4,0.81,168,316.1,8.59,6.92,80.8
A3238,rowing,20,F,1,61.7,82.5,72.9,1.35,193,297.5,7.69,9.05,71.4
A3239,running,34,M,2,74.7,97.7,72.8,1.02,169,357.1,7.4,8.75,94.9
A3240,running,35,F,12,72.2,80.5,84.3,1.21,172,395.4,9.67,8.17,84.2
A3241,running,35,M,15,58.2,64.5,78.6,0.83,174,391.0,8.17,9.7,82.1
A3242,cycling,34,F,4,60.6,85.1,87.8,1.3,177,358.6,7.23,5.49,67.5
A3243,cycling,29,M,12,66.7,89.3,76.2,1.17,186,275.4,7.69,8.99,61.6
A3244,rowing,21,M,9,50.4,75.7,70.8,1.31,161,213.2,7.93,8.35,78.5
